,2020-01-02,2020-01-03,2020-01-06,2020-01-07,2020-01-08,2020-01-09,2020-01-10,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-13,2020-04-14,2020-04-16,2020-04-17,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-27,2020-04-28,2020-04-29,2020-05-04,2020-05-06,2020-05-07,2020-05-08,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-28,2020-09-29,,,,,,,,,,,,,,,,,,,
엔케이물산,242.465106,286.7960476,265.5301947,209.2189871,201.8611736,195.859591,189.6849211,109.3459115,82.38561482,61.70672685,43.77224525,38.47498431,27.79211416,13.6414877,1.769487793,44.51749243,40.80029312,37.29742584,31.46280227,32.59521742,31.80095967,31.73509611,29.04206715,29.08520741,26.91768956,24.98259139,24.25474675,25.21147712,23.60296722,28.5187779,18.39572233,14.41113724,11.41578665,12.31042981,13.084612,12.03123364,14.16359153,13.9731406,12.67687162,11.80838146,16.76475167,23.0403103,21.56424815,19.41798023,18.01499541,19.04786614,17.25158255,15.82523313,11.09237141,10.00432097,33.22815137,31.74521609,29.53458699,26.87041208,42.16504283,45.72939043,43.49253669,68.93291053,66.53436493,63.3717638,60.96777734,55.50156659,49.95164716,46.94480139,44.20715495,42.67321289,22.31415247,23.8424219,17.17627775,30.48810991,22.5362659,23.01749969,19.05502809,20.74910198,18.27755055,17.52023655,19.17015677,17.70657226,16.60853678,16.66366377,15.82794745,8.828584326,7.738278561,5.823514146,1.4639401,1.357889107,2.761517122,1.904462473,2.737964831,3.031563633,3.399633122,2.928887666,2.587686838,2.413150709,1.889857424,2.201134848,2.112870924,1.845046845,1.695406064,1.290660866,1.147092154,1.217207606,1.130955609,1.621181886,1.698116726,1.158138061,1.930193484,1.639522039,0.966916754,1.052469032,1.571391642,2.079523502,8.793389773,72.2236637,1.624637238,0.876962872,4.303588781,4.09565334,5.769722706,1.560065376,1.338370986,4.628137466,3.260777153,3.57187782,3.118171453,11.5112912,90.98828221,10.38822236,4.173250607,3.028296053,1.309010937,8.92375075,15.99296327,12.22705499,11.72098677,11.10944823,9.881552286,9.278057724,8.932230514,2.5666429,3.926173415,2.732257862,1.620996875,0.474314333,0.598797613,1.128801474,2.473509552,0.773629772,2.183696393,1.572686354,1.105920155,0.656746497,0.608044468,2.974403851,2.931799036,3.171880841,3.470246192,5.063210889,5.028786029,67.84965085,72.43284386,80.38412134,81.09950922,81.05708187,80.51380307,80.16435051,78.26561365,66.79351089,62.042517,60.53699764,57.8421283,55.31923327,55.2192436,7.856711409,3.904627143,2.857177525,1.873552583,2.921148169,1.98705476,5.673684144,5.921882823,7.552326727,27.69819356,22.26626006,41.15716377,35.44144677,31.66424294,,,,,,,,,,,,,,,,,,,
알루코,12.53023984,11.82187249,11.07260669,10.12584422,12.79603871,14.41209358,13.1625403,11.46423368,10.74789337,8.051588497,6.258728896,7.385262562,5.685843738,0.334479417,0.240636193,2.474614397,5.033613533,13.378545,7.38607883,6.824359439,4.542141905,4.005881889,15.55923871,5.292914331,4.949555168,4.341705273,6.295081665,6.388959239,5.534660704,5.337702462,5.36986062,3.563251087,2.713600065,2.175668949,1.641099479,1.117208567,4.933967984,5.266915645,5.867634686,6.097711765,8.227933828,5.796769986,5.426629926,5.680622474,5.174881972,4.701579984,3.622880818,9.265308404,8.986362297,7.992895363,45.35534665,45.5396442,45.06025166,43.70397573,56.69861597,61.77790107,59.30374549,66.64573965,76.93415937,77.16748827,72.33950561,63.09098122,65.33363975,62.07831327,60.90760362,28.04067964,17.33820697,8.257158202,1.520960469,6.651740348,32.42248419,10.13899107,8.824388353,9.166288475,3.894427943,11.22259294,34.90161142,11.00435869,10.80163837,9.579267369,9.06140104,7.073277495,6.883924262,6.988119855,0.006518219,0.01538582,3.988698469,3.123523894,3.794221802,3.619902651,3.672492214,2.839139398,2.169204991,1.626705646,2.220353797,2.503367581,3.391738965,2.962496776,2.99506181,2.814694266,4.2100365,3.573853975,3.208889303,3.460885843,3.109521812,2.742292575,2.974881922,2.66222233,2.829952545,2.752882216,2.660920564,3.465128156,6.925445919,5.243057658,3.904923556,3.435743353,3.120780087,2.710507276,2.793203429,3.111783161,2.358625894,2.709229015,2.084541065,2.98424584,2.106238166,3.007673988,2.993512139,7.951553065,4.055836905,2.108057248,2.812630175,2.193274399,2.515457951,2.171192298,1.929031909,1.902894595,1.399612126,1.611359369,5.523248281,5.28630174,5.509251649,7.543197448,7.372751444,8.493947807,8.858394866,8.315130553,7.915869298,7.219912567,6.611335171,6.182166748,5.90604851,5.447626211,72.87175161,504.4183472,609.421869,622.5089829,517.3145782,63.17891774,76.64731283,186.0293702,212.1490545,88.85419966,84.72491644,99.8142123,127.9433341,91.97653528,91.37898832,90.05073359,14.26630042,37.20911337,65.04390084,20.29985386,87.11548041,37.77481488,41.07133753,45.27003855,28.86174933,22.99766398,19.6419756,26.35544269,25.8327354,18.12976757,24.19052052,24.10649291,16.72586502,12.81381896,12.94836888,,,,,,,,,,,,,,,,,,,
깨끗한나라,1.128141132,1.009557717,1.56482843,2.646387938,1.847111698,2.021931541,1.953779235,1.819348786,2.320832484,2.07792299,1.807080109,1.447351515,1.209137286,1.399826859,69.18762769,70.66578837,71.37379815,132.5206263,133.867761,136.2375575,137.9523664,213.5226828,213.1773272,210.7342547,204.0806136,186.15382,170.6037627,162.3779993,157.0719023,91.61132062,60.10063074,35.66809293,27.14413641,153.8726072,125.8645763,108.3172817,130.0013432,126.658848,113.0308096,103.6065233,111.9194144,97.88987727,90.53849043,86.412665,82.04390589,83.90174331,81.55843348,37.76401831,25.4926764,16.36449958,23.88138707,20.35790711,16.72983385,14.36288122,32.75675575,47.37691331,45.26887473,44.43733588,46.45934771,43.36551366,53.60602659,56.68294523,44.6389589,46.32604991,50.82022791,45.10855794,43.02119704,20.95638342,58.82839752,57.13081863,64.70622612,64.14728417,55.92728349,45.83788219,61.98650649,39.06877735,47.37249205,46.08212023,43.4998671,40.0212563,37.99041934,37.38704262,6.91354548,4.139787748,2.056558498,0.941806206,0.414136962,0.448411369,0.774913379,1.301331005,2.436157475,85.44698736,79.03183723,57.25086616,2.017109474,12.78606632,16.94165275,3.302621525,1.142525003,5.291345857,2.090444548,2.782545676,3.606101924,0.08898445,8.202677144,11.59259237,4.073196552,2.796553698,1.342586883,1.002728842,1.918324693,1.385727914,3.203985134,38.27600782,4.774017705,6.480512312,4.165632403,2.490747748,2.671478854,3.002805156,2.67452727,1.474355304,8.140013188,4.764368098,2.572821648,2.746595232,6.894730138,3.638149569,6.599369663,7.867541895,5.023024826,2.219832137,3.235169516,2.925242895,4.161469613,4.186536761,3.67063716,3.434717616,2.560681501,2.021038489,2.459504128,4.062663916,13.29890152,14.47898361,11.25486711,2.238096168,1.829918025,6.532575573,3.366750557,6.741458587,2.977149146,3.431632093,3.929853898,2.246194011,5.155067386,4.407206824,3.689826078,30.33771576,42.49310175,24.40888722,24.05495255,20.74215479,20.37152441,64.17230301,65.58322364,63.74557038,66.71076539,63.41314935,54.49622477,50.68421821,52.12512718,49.96962063,49.35428433,20.46004762,13.16161496,9.773384046,9.629693781,7.755217025,6.305761329,4.339151336,3.153399873,4.484035279,5.530787088,10.25890791,8.241310408,9.389582306,8.595717557,,,,,,,,,,,,,,,,,,,
동방,2.164221945,2.205648677,1.792796647,3.045848821,2.583388264,6.365692634,20.77429241,11.91918618,6.88684052,4.957762661,5.068127783,4.827567472,4.418391028,4.304273469,4.448439854,4.2598951,4.041444758,8.05498057,6.048682306,5.715726011,5.338922795,8.916629029,5.137923017,4.834445264,7.839984617,12.3519988,10.41748179,12.41476827,12.37834422,13.14849036,12.11794051,10.34416111,12.11797795,11.02952934,10.25497963,28.34447619,637.4014797,289.7174899,23.18483762,34.0848002,48.93767511,46.84107337,28.74260825,26.20473377,26.51310943,13.68216916,12.24994428,9.487390308,114.5353718,30.75833508,290.3067409,81.065131,54.34024314,32.75056961,29.84060213,40.42863196,51.66130149,53.73233156,55.86597822,47.55788102,44.30776841,48.95505626,50.32426785,48.89442956,25.36755977,16.79930831,10.88590908,18.20885038,13.5574404,14.08413059,20.83826804,21.0822981,16.23153986,27.24876554,28.96746237,35.18641794,39.15784159,36.78563086,33.89005721,26.60413625,24.03521544,21.82379778,21.44476123,24.20890319,24.17233761,21.89290995,18.83566614,8.701128835,9.697837293,7.911551709,5.675643402,8.330921346,9.364053625,9.157453307,8.475466056,8.329475065,9.742697635,8.7572222,8.549348479,5.273256831,4.145671964,3.075591347,3.061294181,2.331258773,1.583624578,1.597332911,4.388434312,4.272589439,4.789665662,4.496734129,4.176628461,4.676663498,10.85018588,52.51663043,2.869691166,8.717667933,4.110473338,4.815117887,10.54121273,3.4952763,6.201364408,16.92637687,18.08401217,15.83535561,14.36014069,13.94763543,13.45795443,10.34485974,5.629994591,3.865296605,1.352372357,1.612798006,7.177374316,3.293098528,5.557616626,3.399214096,13.82691892,19.85988846,3.399231561,1.536566128,3.838916517,2.484813197,2.084940039,2.173394311,1.942768011,1.873130029,1.596918323,2.033721019,1.003963591,0.395060224,0.439123908,1.584135511,1.871632123,0.418961131,5.264385856,0.800790632,2.457576473,5.206375253,22.50773794,40.80538487,14.35156088,12.40246196,10.69536662,9.396997184,47.24635318,187.309592,27.08333501,3.841576834,14.71131705,7.243282745,5.658190511,5.39760643,13.06248548,5.856617917,6.881982179,4.955720272,4.214231438,1.829187733,2.998159414,44.99128787,16.08096747,8.421605752,18.10769497,8.793870159,13.4559128,15.01110075,14.66519055,,,,,,,,,,,,,,,,,,,
부광약품,1.762943516,1.961630144,2.063312812,5.522730649,5.424310896,5.37454892,7.022044763,6.837668976,7.457673926,7.193041475,6.790076444,5.995675201,5.850162556,5.592232952,5.275124655,5.009960451,2.806285478,3.945636094,3.176927465,2.764761087,2.420637086,1.836851752,3.578884812,2.811754126,3.441781725,3.3855756,2.89953405,2.83883064,2.724386632,2.051732416,1.827694648,1.549319173,1.580274,1.26401227,1.112250454,2.10106843,41.58578341,14.83067115,4.094908797,2.557846564,12.764984,30.06279007,2.944134283,2.743661292,14.58484085,14.69230545,13.97750523,77.79140971,88.87586532,88.66857926,89.01632332,93.4964293,93.75135497,100.199895,109.3547506,104.9105252,96.80303177,86.53075401,81.38381702,76.91450048,78.21932457,80.86074489,119.312976,122.0645053,109.3948458,97.31488346,89.3683431,113.7681632,107.6559944,88.05249802,83.52737185,86.35057726,134.8307964,127.1679023,124.2796655,108.683277,105.0173358,104.3051081,54.00387319,43.00966317,35.39343733,19.8767397,26.0299676,44.57649226,11.80687213,13.75003368,17.7329566,7.955166364,162.7751396,50.33663929,23.03400954,20.56953786,29.29978907,33.21394029,32.06152249,30.20571098,27.23642442,24.43396369,22.85256418,21.88052525,21.44673958,9.071868321,8.675823822,5.53160589,3.857776795,2.212542377,7.066559852,12.01815028,54.61974821,54.66187077,52.7060955,51.65743343,57.60496547,57.60703127,56.15282622,56.95934804,63.1408978,61.80742248,55.82898524,51.29984961,49.33707948,52.95507354,52.15053808,22.37018736,14.94326642,9.062267119,6.510104877,15.0369251,8.208702203,5.595429632,3.990325403,4.597858459,6.918777944,5.164988925,9.460115971,10.32493469,10.13041656,21.9799703,22.55513565,63.97674809,74.34763506,54.72041466,40.88245243,27.14795731,16.47604577,13.99868275,12.17167881,0.790727754,15.70488969,14.86693255,8.814258143,6.197206546,3.854428691,2.43529217,1.409273586,8.280702675,14.02770674,2.150033857,7.162930022,7.97344609,10.11077771,7.495621642,9.468687634,8.809408742,11.98236435,13.97810418,13.48623969,13.05532832,12.62113122,10.75365067,10.55867017,10.04250396,9.643355339,10.19699962,5.905340127,4.938878643,3.619449195,4.737722455,4.310717495,4.259066807,4.769576898,4.59316686,4.947663933,5.725949442,8.087625402,9.464750304,10.17522472,,,,,,,,,,,,,,,,,,,
HSD엔진,2.536796957,2.304810012,1.795291898,1.368740205,1.552544758,3.72348821,11.42385106,11.03562533,4.188173982,3.548007606,3.623001057,4.224652167,3.499955898,4.220573126,4.206077628,5.772026079,4.054322141,5.961732782,3.295192835,6.142303483,4.481483214,3.315866513,6.782320981,3.453461209,24.79953078,10.49535025,10.10289562,10.29204616,9.960088798,9.354491934,8.205186929,7.428434225,6.952574671,6.512407824,6.436305815,7.009272897,11.94804524,49.04827994,7.963295838,22.43544249,25.81959321,8.383630452,11.58313431,15.76283786,12.32804365,5.666372519,1.837826435,21.39241947,19.9596735,17.00180762,40.11005058,38.65280098,36.26369642,29.09110587,49.72691784,59.26802606,60.10156667,65.33025936,80.53754351,80.59849453,77.18206331,83.61678338,75.4619003,68.27972465,67.70094935,52.22565219,36.25887797,26.60433061,22.64332841,31.97483895,33.14669628,60.89304856,26.58763953,25.74285489,19.49132785,22.56485652,22.23117244,20.77514474,19.87780228,3.545656258,2.300596153,4.571507878,5.028629864,19.4140078,8.994040379,7.167761272,3.100937017,2.729907655,4.599264159,3.439275604,5.215310455,7.240468594,6.779036242,5.861201025,9.067596775,8.55558521,9.464943675,14.56631009,22.32612333,127.7702963,77.70247485,9.404969239,29.49465192,29.48467612,27.13085742,24.74922097,29.28292954,25.97679126,29.24626514,29.20517662,27.4902449,26.7642374,34.18602208,35.05224298,35.77766837,32.21137146,24.9822511,18.42375395,20.52611607,15.87381745,10.21679081,9.452448294,30.21347342,18.12877648,17.10154132,18.47666632,16.60551797,17.74151887,13.30609976,10.56204876,11.25498406,10.55575506,14.44581378,13.28070122,12.5606916,12.20468021,7.694407728,6.744133367,9.329552805,7.962111541,6.56093224,8.512257703,7.193966556,8.204313065,7.883340281,5.748557127,7.152333229,4.491780386,3.75003737,2.682730614,3.403934758,4.831317238,5.128884699,3.599606084,3.715436728,2.930657133,4.874096819,7.445727014,6.960071106,9.592348614,9.187057019,9.835024704,14.33411285,11.26922982,11.25944197,10.35972199,9.143044359,9.132289516,8.77474958,8.362208859,6.211790506,10.74618747,10.86589019,9.118271332,14.20081801,13.64303272,16.01020095,12.99471796,15.84685045,15.26713329,13.31053737,14.72204333,15.07510359,13.88061886,14.53522821,13.66620918,14.25774354,,,,,,,,,,,,,,,,,,,
한성기업,1.210500873,1.410356983,1.478681658,1.756185426,1.732368046,3.824954042,7.554216045,4.504590854,4.809828065,4.733855378,4.844166539,4.548269956,3.888310158,3.569043119,3.279286204,2.97961491,2.958259349,3.036833791,2.687675066,1.2730673,0.978110366,2.679059671,2.859220608,2.518887693,2.292428472,1.918460465,2.28511068,2.716287533,1.92346665,2.216220081,2.006010735,2.287470458,2.088732773,2.031451657,2.181283934,1.513661476,14.17949547,14.27794024,14.11849075,14.98974731,15.79596429,15.56522281,15.15786553,14.5899411,12.95252031,11.82601127,11.22414073,21.03794072,21.18025867,18.58340399,21.40569091,20.84291937,16.87923302,14.94695248,19.64947834,24.38761584,24.70156001,28.66865526,29.95820756,34.46313347,31.83954709,32.2924241,29.89553744,36.62134569,31.69251999,27.25273753,22.09252029,16.69308665,11.54222612,10.21159394,11.40525673,11.09038687,8.123067374,9.351013854,6.929596133,10.03916263,6.577848627,5.324563596,4.515860694,2.816014816,7.390210064,28.55778188,4.674916155,7.202622966,6.309861471,4.926164979,6.755807561,8.024160215,2.81904328,6.88578376,7.056635188,7.246355661,6.157262244,5.923897953,5.573384308,3.916796837,5.07730587,4.282802763,3.553766846,2.636128547,2.470695841,2.48263925,3.214839438,3.906645677,3.464602847,4.476620528,7.004805883,72.51921475,84.84185542,84.68498979,86.84900023,87.66235789,85.76198574,83.06320855,90.44743642,88.17481177,83.93954865,76.67666862,84.04740671,85.08783408,81.82570178,79.93519102,43.38835508,44.00420559,41.2067371,30.40993056,33.94846639,37.87550424,34.25480819,30.21288498,8.054770713,6.048599016,72.41920774,73.93008851,71.43076871,67.95358405,64.58058488,78.16110231,74.80901705,66.55916631,57.79304716,56.47347133,56.17347483,64.8569487,61.67431082,62.17141597,61.13538659,18.25219316,10.87349433,6.862382122,26.59605233,12.8455516,16.25584416,10.84853153,9.417370558,8.103946779,15.86090013,205.9031042,38.57337831,27.33718001,14.37585151,13.43654945,7.596853377,6.493225016,16.97713893,20.1243938,34.77248181,11.64279255,8.924263928,5.831969772,5.254268526,5.594067372,3.946594285,14.28417048,26.85318522,7.774974323,11.9994333,7.749419628,5.626180395,8.401105397,8.168009508,10.66607443,23.13975255,36.10778614,30.90028344,59.637849,80.83587625,,,,,,,,,,,,,,,,,,,
삼성제약,2.409321039,4.575406113,4.16167373,12.23037996,6.072843783,9.244463875,51.92828145,26.50256609,16.9789956,6.46258016,3.090585728,5.981892674,6.101996536,5.019688614,15.00896867,10.23635595,9.331576475,9.457228054,10.87999945,12.02374473,19.25390505,8.870775648,12.48735886,6.197484713,9.714402559,11.2265198,9.838728677,8.916249937,12.11087652,10.32047394,9.879481098,12.25289451,11.99322112,12.44171563,11.07622876,10.82289534,7.119638179,6.566692894,5.350052157,8.390491926,10.47239921,20.55474257,15.2910767,14.92139244,13.97946655,12.00709907,6.251206924,11.43181703,48.03409624,6.849999097,52.4201935,18.71933498,20.11108751,18.04436912,31.14471605,38.22758126,44.37928635,35.35289459,45.47517234,44.00988038,43.85703846,89.53015007,88.3484188,86.93358886,84.78388652,76.23214583,62.72843675,60.12342713,57.75621995,53.84481454,31.7868907,21.84263884,14.64711235,36.12557246,35.97098933,7.965686705,6.020708154,3.060722753,1.545329877,1.321612068,1.528433701,0.997896713,0.913759484,1.473046059,30.46733846,5.051245639,2.66554344,11.29161957,6.258803839,5.87230731,5.555281108,5.58095601,4.950766955,1.705911641,2.222182416,1.221910501,2.227469158,2.294985679,1.656756859,1.464974064,3.486096744,1.016342625,1.227462384,1.54981644,1.54574437,1.325992997,1.541159179,1.813819784,1.588212145,1.494430459,1.562528213,2.060283137,18.28812817,17.37394162,28.12685613,8.268532098,2.591898458,2.483597514,6.029877949,2.417158736,3.303222196,2.353135198,5.646208231,2.963782719,2.253999442,7.457553126,2.545549278,5.524446078,14.53122284,4.337243682,3.57946687,2.72541649,2.135816161,2.896001482,2.943940682,3.001848309,2.820956435,2.564173083,3.182820999,2.672733122,3.839758353,215.2826792,69.1038448,19.32879099,23.0351073,19.43164399,5.857996863,4.781990682,24.37602128,5.716516532,7.524134289,11.5798763,9.444742202,6.675660406,22.41087575,12.31796908,12.13292232,3.427203488,4.759037104,56.2877217,8.685568585,8.01819438,8.6198442,12.19829087,12.49560929,11.61378707,11.11787993,11.55015077,11.01266031,10.34606214,9.764449608,9.814723257,6.254694725,5.270483838,3.876858958,2.821545939,2.454190885,1.785621889,4.180479091,4.344900568,1.978044922,1.287194054,2.735601241,2.25823413,6.798687671,1.906642549,3.611674333,,,,,,,,,,,,,,,,,,,
한국프랜지공업,3.49836909,4.984280228,4.641514942,4.51960277,4.996613775,8.902996818,11.18780876,11.50712347,11.15987149,10.85337098,10.74544268,10.9575404,9.421294673,7.845933452,7.360812847,6.665685107,6.701624923,11.21790904,8.300605345,8.86971167,7.420243023,6.457026273,5.035178837,21.88552107,20.70473699,22.4301162,21.97988246,21.502798,21.30341674,20.58851719,17.57731846,16.41884727,17.68375643,16.77836278,16.60654645,16.35288233,19.90951161,20.80023141,17.22101025,17.76455636,15.2974454,15.23551547,15.7972575,15.2191215,14.04237902,13.12294541,12.11366989,19.82604852,18.1805254,15.64521843,34.97368718,39.04246477,46.47065478,46.56617663,42.03221981,57.35406816,54.83400406,56.509226,67.33181149,67.93590637,64.12581141,56.18615957,54.77082783,52.08551036,32.87527951,4.519308286,5.086191342,1.56712569,1.101933913,0.570834162,6.173918662,20.17226026,159.2378364,62.09168773,20.62015352,15.06392721,75.65044564,6.049468213,9.380748136,32.06837806,95.88505162,105.3014223,109.206158,115.9425315,113.9214934,109.3473829,97.53726367,96.29035468,84.70556333,81.93359477,79.90569589,74.61560108,30.81180102,30.2514015,15.01230879,24.4789172,16.89800169,12.22843057,11.31310368,14.63342369,13.82046855,52.4003055,55.57895674,53.73042323,54.14252125,50.69789893,51.33447838,49.08042479,43.14586874,40.49665157,38.8970156,39.40214617,44.56918097,47.6492927,43.85184887,42.85308178,23.61585297,21.02797844,15.73034831,38.78239297,36.70105136,26.59823927,61.27383118,61.49292635,61.45745554,71.53732193,68.83132834,64.91526315,57.28880386,49.66931278,46.60353418,4.977461697,10.34441167,8.3248054,5.674742727,6.130249966,9.650615919,16.24562239,2.686196953,2.031597704,4.881296707,4.797624281,6.294125045,6.290784134,5.574498559,6.558301386,7.092842627,6.742101997,6.901728956,5.96023838,5.953630449,5.590385232,6.962646183,6.48825047,6.179484462,7.955820993,10.93184444,93.83493392,54.79266533,61.10545017,20.39475638,34.69199189,12.14180644,30.41182777,12.83795086,27.44502879,32.2630688,51.01976784,24.21252817,19.66462409,29.61422584,28.72938382,16.09936989,11.39683779,9.885683323,10.23433257,11.33341887,8.557480302,8.0824184,6.525903133,5.455812149,6.203407789,11.57527613,6.427899593,14.5605513,8.588864999,11.07121246,,,,,,,,,,,,,,,,,,,
YG PLUS,5.618760804,5.335445944,6.117125847,6.526674766,6.317407798,8.700863398,10.36492417,10.07877653,9.759351428,9.200655578,7.765078065,7.07034969,6.699001231,4.570837024,6.804526006,6.019107976,3.389755559,4.381428384,4.034927958,10.54639219,4.652474888,2.489529226,5.197249617,3.314948819,2.807412859,2.33023645,2.278272245,1.671106115,2.366997701,3.865662232,2.638172954,2.478953169,4.086437161,3.153277014,2.174229939,3.047251552,14.96072772,6.593460409,4.670777042,2.906169546,3.974632206,2.447845746,2.279799214,5.230900801,4.369755269,4.839356834,2.846269456,8.192895022,10.92594551,3.678210811,17.42696716,17.1093326,16.69591785,15.85798417,37.25820517,42.06467228,44.01940623,50.30695502,85.6899271,82.15486933,75.54847821,72.55043712,71.27733579,61.35901893,55.99152003,55.25794957,62.1931399,39.72115561,27.93970031,22.99975699,21.14879333,38.86318303,38.42054409,38.69687049,34.01788269,36.27784797,32.0815179,36.57072816,10.34662612,15.26359078,12.07795216,13.59691926,15.56497202,47.33198633,10.09328106,9.576434918,23.14147479,21.15066146,20.68302226,6.101214139,6.111844933,5.78189484,5.632981536,6.493286435,7.030482159,9.131961491,8.024211479,7.180711829,6.245179739,5.098580801,5.640910961,5.939946937,15.84327592,15.31665207,15.40121578,14.43887249,13.59735443,19.57089998,19.34416784,18.19562841,17.21061062,18.51219395,24.84195959,28.29750477,26.87516563,24.49333749,21.0047255,20.94663757,20.39601606,15.19399286,11.49125944,16.32580997,88.33910937,346.9159334,112.8250515,423.7762355,176.301469,101.9554529,135.1458891,98.22950541,93.43858021,92.90245205,81.94322088,79.32420974,79.05828997,76.74483275,79.46184495,86.88428809,9.154755458,4.67732384,2.882139854,18.66203217,12.13633362,4.417799611,8.918719538,8.147591297,10.39986824,12.09461446,11.1166912,9.787165769,8.896767845,9.072851113,8.960546354,9.104162387,9.284307954,7.40491884,10.15628427,54.99300689,27.42018792,28.95614486,12.47726641,9.650488052,14.34073838,46.68490519,45.94959505,46.443597,53.16831487,52.26334535,49.0729243,42.60461056,38.95693806,36.75743365,45.36909308,49.7371785,48.2853394,39.34250773,40.65575594,39.62040024,37.23454184,23.21932351,17.80103806,14.31019256,19.62900258,28.54179987,30.11816144,22.60361877,18.1740744,,,,,,,,,,,,,,,,,,,
파미셀,6.794039548,6.33543542,5.920376628,9.644963109,9.49354718,12.81210625,13.42276454,13.51113714,12.9586525,12.23858639,10.52183913,9.787471481,9.382038936,8.856219089,4.905694758,4.075912098,2.813206576,2.325655255,3.816888634,10.31180914,7.411272193,5.195733182,7.138937219,13.70392688,7.665573371,7.957375421,7.71245266,7.34932204,6.345601501,4.265422687,4.523159686,4.770893548,4.958277907,4.615098624,4.408326929,5.520218435,11.19857412,8.48810983,2.382507513,3.127835073,3.098754121,12.04428209,11.66686061,11.42076418,14.28470706,15.88764345,15.48397979,15.20567753,15.01986046,12.74452264,24.38305994,28.90329475,27.56473016,26.8633904,24.85953483,24.78245679,21.16249726,20.18817986,41.69727706,753.9211703,465.2336185,112.1110877,48.14942486,218.1425331,54.31617121,81.86475982,52.44955685,97.88969363,51.50831132,48.2781894,43.94491734,40.08421063,73.13348356,68.0963016,106.7112998,131.0354027,115.6228735,146.3248385,101.2204639,102.7788911,125.9938279,93.11148987,23.88155382,180.7526296,177.2298064,166.9716344,149.3142183,140.3377033,130.3281014,129.0268698,73.82577628,59.16709715,40.81584867,31.135657,75.43632844,23.34514349,18.09931539,10.55962384,7.276555594,4.212838432,7.902760071,12.25639837,15.53982907,15.57486881,13.888879,10.8945829,10.89054973,11.52395133,9.749432362,7.844304475,8.361087554,6.337396856,16.92979777,16.43172353,13.52166928,13.07253574,12.55420196,11.74850079,11.27469509,10.58955072,10.22878363,9.551639592,9.87154061,9.585843145,9.209566845,10.06125316,5.493650519,4.438963679,4.658471722,3.389632627,2.451522979,6.863484919,8.593428564,6.794763082,57.419175,65.72277027,68.71048021,69.94841806,69.63568685,68.39891823,38.66753238,38.17060936,40.64272458,39.27501939,39.69646357,39.94941525,39.90214378,39.91585474,6.661902667,4.50240815,4.406410172,5.238684281,1.740403342,1.997555639,16.81390051,5.157546455,7.571542986,7.9289942,7.680018999,7.732719751,7.881440915,9.289585698,9.862028973,9.119909832,7.838238068,8.02905634,6.877739682,7.381174493,6.147536612,5.870918081,5.571963362,3.729720912,1.544184009,2.901418442,2.444864492,4.016905697,2.610134988,1.758548072,1.241833344,3.184437289,2.374967757,2.108373449,3.185068457,2.995620729,5.878136027,19.90473718,13.58774904,,,,,,,,,,,,,,,,,,,
