,2020-01-02,2020-01-03,2020-01-06,2020-01-07,2020-01-08,2020-01-09,2020-01-10,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-13,2020-04-14,2020-04-16,2020-04-17,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-27,2020-04-28,2020-04-29,2020-05-04,2020-05-06,2020-05-07,2020-05-08,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-28,2020-09-29,,,,,,,,,,,,,,,,,,,
국제약품,2.615999673,2.480916115,2.285226546,2.375419384,5.153238061,51.8544465,9.477627745,3.068644861,3.696422491,4.989157817,3.644257759,3.669979109,4.456626678,18.36096062,18.01376057,63.70763171,65.5346577,530.2632109,312.8504177,191.8873187,93.32211341,347.4536559,190.0493624,191.349009,186.258619,166.0398464,154.9386127,146.4779951,140.3027447,138.6807177,51.40818686,29.51834786,26.36956201,70.65270827,65.58784457,53.88541815,78.36302894,66.22630562,58.76480485,55.50531322,48.48804241,46.55011832,47.80043769,44.00025012,42.70019755,41.16931338,17.69335747,48.60507884,31.24583052,23.86140231,44.32033506,39.06169064,42.43269534,33.38271228,41.74941467,63.08028719,131.7433208,89.46848784,86.37658693,82.45884691,71.56009796,70.3047604,65.01528893,62.81276758,61.03450884,24.01953145,17.84992426,4.73815058,85.55869241,91.78236512,86.12054393,89.12667279,84.11556139,80.02140259,74.26448687,93.56302301,83.63546628,75.59059348,71.30550694,68.16834484,66.77738937,64.38388903,12.87918687,6.053329669,2.531811414,1.072255063,1.458613097,2.109751221,0.955212629,0.837540653,5.69482987,6.053553264,6.080059735,6.259968497,6.873432183,6.633928137,5.362270899,5.211510531,10.75203638,12.03408652,12.25485898,12.07437078,11.37836398,9.838427079,9.892268203,9.219652452,9.312558491,6.560723231,6.759244842,8.236268003,7.517690575,7.61781265,9.859052165,28.84521962,9.96105854,9.800431551,13.16174251,7.949210621,11.995894,7.371407696,7.35457133,11.42876031,14.21774756,8.580421227,15.41828653,12.59039632,12.23092977,12.50915846,7.833016723,6.058721708,9.312403729,9.810650944,10.73241082,9.191288474,8.690246509,8.259220228,9.279152102,11.26565264,77.2991035,467.7782651,16.06750833,76.69623305,210.057335,132.0724654,32.41843216,22.46944289,18.64832445,23.15016598,68.30458256,37.25673613,18.89521079,39.4491308,82.74381307,27.11806376,27.92010546,25.98404821,26.1984298,31.94637751,915.1930289,67.11473406,303.3895536,96.87867492,32.79975262,50.03016356,65.37364625,39.052511,32.07267367,36.92848173,27.06371976,13.26889592,3.997795509,34.45547868,30.22435773,13.33983742,5.879044968,2.933621093,8.617167564,2.96615258,2.082621405,19.2010979,7.827633935,9.259563633,8.442596509,7.858427137,11.08150256,12.15723776,13.88910479,,,,,,,,,,,,,,,,,,,
써니전자,6.195668768,76.6995674,86.11272654,86.85392719,91.57943211,90.0157418,87.42361744,83.9299225,76.53873036,67.65441074,65.68341295,65.89657182,62.65856534,81.03924257,81.72227181,79.74080299,43.10001385,29.33781439,20.55308105,14.78046253,16.56374762,25.14985578,24.65198615,23.64505022,11.82366504,10.18889215,20.82704962,8.804518046,6.954645051,4.72021497,10.22444114,2.398730966,3.979513019,3.721821247,4.143981595,3.40736088,9.361691193,26.98406302,3.186545327,24.81594054,17.08909245,53.62321729,26.06589155,14.78967058,4.569995857,7.909819089,3.413343039,12.6712711,19.02207298,37.55810437,120.7395624,27.62593732,26.18605175,30.45785695,411.0528917,92.06894512,47.16845733,274.0937997,110.5773335,70.07977927,23.10052686,134.7493338,132.972956,128.205958,111.3805954,99.01838521,92.45088059,55.62360466,38.57301386,28.10014079,24.1908013,16.97562319,12.65986506,33.18748119,38.83420519,43.74327388,39.47646156,32.43115139,28.69049695,7.200629574,3.953807065,6.987239487,13.99407751,4.096530938,12.64432947,7.302372625,10.96608791,12.84347729,4.985884691,4.049389597,7.449375055,5.461299687,3.797583874,2.312709894,2.872932625,3.359238575,3.747407864,5.171835643,4.857970435,4.325666569,4.78770618,4.28054503,4.277317517,4.235156978,4.18454741,3.602460315,3.828247762,3.632880306,2.900688182,3.337336493,3.476432593,3.08986209,2.692428602,6.118605095,6.337246327,3.837888971,3.219685971,2.708615873,3.022735439,2.33041992,3.525447432,2.950329663,3.628698766,3.231035083,3.373546654,8.37800094,8.601749497,8.017180534,7.358162719,6.175928096,5.735757615,35.4441065,36.33972859,36.21156674,35.41682726,35.23316427,35.05988457,35.93741,32.1094393,29.24691317,28.71954366,27.28995027,25.96876092,25.32267773,23.81092585,4.55128268,1.829575054,1.123025852,1.400352858,1.568508632,1.365870064,1.040196759,1.451955527,1.699260491,1.850848883,38.80390673,48.38811907,39.59054965,19.30395558,6.121704075,4.897060057,2.164736319,2.166197849,1.962734548,13.14074965,4.565562448,10.8772488,7.229210622,4.609510231,10.13820429,6.729542554,6.033641232,12.0523243,5.967484102,5.163562146,4.004896562,4.898823699,4.737385191,4.494348883,2.92156542,3.571921385,12.19789188,11.42064979,10.90056774,10.04178629,15.58748729,15.00506504,,,,,,,,,,,,,,,,,,,
남성,4.981381119,4.47806926,5.361414446,6.690592402,7.205663119,9.72611441,10.91056109,10.50613973,9.870193941,9.777565242,8.395902481,8.711440072,8.602071632,8.963989914,7.78926785,6.834812403,7.128396477,8.968951593,11.11504594,5.949083049,5.356963725,8.05536488,11.82902271,6.277008718,11.99867063,11.70044987,11.06551122,10.25814353,9.425205466,8.468356175,8.499473391,8.504638357,9.014131271,8.610624456,8.823012561,8.646906792,15.39433899,17.8053591,16.44511499,14.33006019,15.5945691,15.44919321,16.41387107,28.53848868,22.82204267,21.75737089,11.59629933,13.64503517,18.5450676,39.16435518,158.1591218,48.20537093,30.86781659,55.22407336,99.1304221,190.5737506,31.26841688,297.2354593,140.7912625,400.2572173,210.3982006,218.3032472,212.4981539,187.4993035,164.9047818,158.023012,87.30040929,56.94612403,47.0906716,54.63440293,33.31013185,29.13435492,21.09504662,32.4156636,26.40417608,21.87470326,17.63873827,10.98574941,17.94454789,15.99461438,15.40889148,12.49405374,9.203223918,6.996549006,7.608646795,6.235347964,6.085673251,4.842581934,5.392344372,4.898901918,7.144002317,6.261187061,4.959351397,6.801982908,6.048877991,5.118867792,6.020235878,7.420821524,7.092272372,9.910663757,12.49918007,65.40046382,37.62835697,11.65003462,9.705215213,19.3287453,19.32236212,22.02206815,17.63797997,28.40229574,16.91931836,15.75032721,24.68295904,29.12142851,24.90663812,24.56365642,19.65864436,15.82872689,13.32996435,10.92336604,15.62434826,17.00288344,13.63480057,14.17250089,11.07026894,13.94429451,11.3678741,10.81715879,9.873189297,7.870910483,6.838087337,8.472578544,10.1504585,8.639743151,8.309718174,8.042436682,5.371123588,4.666802051,3.448645319,3.578750215,5.729612378,6.697223263,5.356264169,4.559939967,4.218953692,3.487137978,2.650438142,2.267907759,1.416323625,1.207126476,1.126111661,1.329998705,2.355137973,4.018648816,2.588130209,4.720647173,8.371367776,100.9571653,29.4339912,38.57153132,38.68757986,1.459741397,0.412885234,0.028403545,7.745525046,22.02342739,6.408824497,58.8945929,6.740502615,6.164810303,6.93613746,9.506382833,5.645591555,8.058492345,4.185686874,10.71216611,19.40581246,16.89203195,16.94883226,5.199022947,9.2791205,6.928644829,8.963796318,77.19003546,17.71447187,127.3527284,59.64117395,,,,,,,,,,,,,,,,,,,
CJ씨푸드,3.909380286,3.804552994,3.571063107,3.555803732,3.23444902,7.535898419,8.98969686,9.765250281,9.434450373,9.063845372,8.558568164,6.028262121,6.21478724,5.685435695,5.784923175,5.33838531,5.425000419,5.644125634,5.34715688,7.7920213,10.10457262,95.09545824,39.43447785,2.215186112,1.662570802,1.167709438,17.04195569,9.939856965,3.785238754,4.179613482,76.66153988,28.65077478,30.50241951,28.96600356,26.43563243,24.97540552,97.9952174,94.87442412,90.41465611,91.53075798,93.89951219,90.8125274,85.06524921,76.22745657,72.0606892,68.68306225,65.58540339,68.0459309,66.19387529,61.55028825,75.09901252,41.71748376,32.61227251,28.27454378,379.4482246,59.68703809,62.18821826,64.01431653,65.93120945,63.69312058,62.61711632,75.50304109,85.00591522,158.2978267,170.5356938,162.3879664,122.8710435,119.945579,114.6482877,18.69914102,62.43027514,28.64015543,22.85862653,14.09314183,33.38530187,17.57121069,45.27085407,21.68111436,69.45057325,55.29455467,28.32413205,25.50746345,16.63272471,16.08188129,15.46054679,13.60688897,13.19183769,13.1733016,11.96898716,10.49078597,9.088653077,8.766574296,10.28422717,13.58370116,5.572962,4.830223595,6.208910164,2.840139449,3.357045991,3.292571853,2.800789953,3.070177629,1.969611426,1.64902445,3.24747998,1.89809492,2.099654271,3.05439421,1.992431757,1.770520259,7.030785002,1.86687071,27.10442546,43.30046555,8.037945452,1.597790126,1.275301514,1.669862311,2.632203355,2.851543995,52.15907945,10.75447933,16.16120375,5.99319426,6.177652776,5.970789037,3.670253899,3.116675367,2.06506718,3.555223084,2.963766327,3.401947178,6.850276668,1.739583274,4.123870989,1.75822135,1.13595271,0.796276984,0.396338953,0.789257213,0.457656138,0.371404217,0.301287504,0.1515449,0.387367598,1.275291485,0.262589651,4.413896052,8.363379746,1.595322459,6.573632379,3.383866867,1.51054216,1.745684082,1.360743326,1.144418957,1.049173317,5.415885793,30.47756357,8.426373981,4.354603615,4.055005884,13.83652738,15.95972327,239.8046894,122.3775254,33.94737931,93.7419234,22.5100554,24.80431568,14.70586804,17.67077851,59.8767893,28.64087533,27.7915455,18.99793896,15.18669502,15.12420307,12.1562673,4.398012822,3.41659949,8.08177856,12.32450893,5.050328791,27.51103564,5.526997294,31.15154901,,,,,,,,,,,,,,,,,,,
페이퍼코리아,2.330556453,3.401980815,5.83590783,1.635215481,4.73688668,33.17413896,35.13052673,44.78451074,44.81364724,44.27541543,43.65926649,42.65150779,39.08793566,33.8572471,33.12215943,31.46196982,30.40863419,30.66443665,29.54186622,9.357219781,6.019368752,3.700388252,3.276308014,2.697264866,3.07900167,2.055919646,4.744755844,4.593744008,3.338569628,2.62944652,1.826240503,1.134127734,1.181075136,0.928765407,1.570690842,2.233537248,34.70809877,33.00128183,11.6985315,17.86318753,58.82370924,62.38087541,18.90551823,2.252878943,1.988329217,1.813505768,1.542041327,1.262019063,1.105086111,0.767292607,0.000220778,0.000233902,0.000248023,3064.790311,3108.180737,3134.324509,3147.577323,3225.842897,3205.880247,2429.414136,2218.04852,2206.246503,2187.401059,2178.912766,2163.883904,2146.785021,2127.407585,100.0969996,139.9861608,143.181281,198.7499957,163.867296,106.9593834,111.2094596,105.0699265,85.57220164,86.79076529,70.37841795,69.66299935,71.3370525,68.14260636,73.19170752,116.1438746,80.71892565,82.63636582,19.27567008,17.48333749,16.97251847,16.8750796,21.26501938,19.98607462,19.04965862,20.01087265,19.39154546,18.61662401,13.92611528,9.893183043,6.958444065,5.714562362,7.220093162,5.811009264,5.183900702,4.820349842,3.783290793,4.319177299,4.924574549,6.450997443,5.620409103,4.628438918,3.726498202,3.622232568,5.167354097,9.545112859,18.01709116,6.174547062,13.79576312,6.064946776,5.181219998,6.425263472,4.871459081,9.885154396,5.196202147,4.430846509,8.62937788,5.205918928,14.18122756,6.805459459,17.91545332,82.15059989,86.08261054,84.57391207,84.32820471,83.83991041,82.80894277,81.72084149,73.24814296,65.352455,61.56340565,59.02748656,57.21126105,58.40020319,57.57220122,11.79980614,6.990304506,3.701606254,2.649539908,9.746135165,11.53491938,13.22889488,10.36750384,13.29557423,11.91595237,12.21284059,11.09361436,11.96415298,10.94265457,10.45326955,15.16111396,18.57148604,16.06988709,17.85790122,15.38172179,15.27943934,13.70142059,14.62829947,13.45906056,13.2169698,12.43939295,11.89494723,9.487497086,8.450861555,17.99282297,15.22715544,13.0034873,11.76996183,10.27475997,9.550562062,8.733736084,10.1587654,13.32125519,12.32401396,12.66596552,13.3787642,12.59628848,11.70056393,11.15258451,10.89002504,,,,,,,,,,,,,,,,,,,
신풍제지,3.977523124,3.773559228,3.525266139,4.745685972,4.85107294,5.995420292,6.806325252,6.503190687,6.367396663,5.673836432,5.078120087,4.762464249,4.606497813,2.606180265,2.806567521,2.316015665,5.742625976,5.042509729,4.650995747,5.40646816,5.542460499,5.017275937,4.602421537,4.201172627,5.275532378,5.214313716,4.65974375,4.315555683,4.113565384,3.834797806,1.81799478,1.21983988,0.320446607,0.633061531,0.452308482,0.44425762,3.941609702,4.038441099,4.732657539,5.255597766,5.591565665,6.559363151,6.485927109,6.249673373,6.608245968,6.484129106,5.666821292,6.654599293,7.802145458,7.676034636,13.2474612,13.03458443,15.56048889,14.45928053,17.81195509,18.19744485,17.62816457,21.71835033,49.46536344,188.0969517,109.9367915,25.63570809,50.81986034,33.16602935,35.587937,46.36525127,43.86025567,28.158971,18.30310522,16.65638254,21.0035826,22.55866143,18.79662528,17.08155066,13.74379487,13.20905767,24.53722398,10.81398296,9.155192079,8.938153361,8.610723504,8.530817973,1.101650066,0.512890548,1.882492543,2.467136761,1.217340458,1.286076801,0.690126443,1.209902203,1.346247693,1.160200194,2.167912116,1.2860995,1.207421018,1.966255965,1.77845533,1.394756406,1.52110399,1.359061285,1.783666004,1.500021489,2.092789968,1.696872213,2.038558297,1.889488653,1.692365582,1.643409031,1.326275323,1.26694022,1.105846865,1.913611905,3.584639929,8.147136771,2.148658732,4.205162556,3.160260578,2.3603135,1.959982864,2.006892869,1.885517836,1.379972951,2.338844556,1.745316545,1.153710504,1.859285257,1.4320134,0.035438603,1.380321504,2.881622448,1.981768978,1.308659354,1.283464848,1.169982806,1.446326956,1.695005151,1.362386865,4.805492273,20.84033833,5.49578045,128.2364351,95.84856693,93.00154934,45.59035882,24.27192659,36.4836251,32.42843601,30.5033936,37.33932917,22.00072268,28.8151585,32.52610325,32.10524007,31.6451516,35.15872093,17.48343664,15.13249069,21.7308833,19.26343995,24.58854052,22.20866647,20.95314104,21.41083945,19.57604503,19.25054552,37.18890798,37.08214716,34.6392247,31.37074252,26.461001,25.51097262,24.66570554,13.81400076,11.8494565,13.61515773,10.30399189,8.293105252,6.122200876,9.681267668,22.16928907,5.46847423,3.939612452,3.044810214,70.02056144,78.81968651,80.7608275,85.74035109,,,,,,,,,,,,,,,,,,,
한창,7.978315497,7.764131311,5.412222547,13.05737978,9.356985894,14.46579822,89.27440081,21.8696386,14.3918921,13.25730813,65.71923692,62.94298688,62.81063943,62.7781252,60.77920935,58.31148175,56.90951422,52.96566687,48.7676019,48.20767552,46.43077193,21.15389387,18.02495566,11.301008,8.957749051,7.476141678,4.556551601,10.71117533,9.912921319,12.32031154,10.79339624,10.32791427,8.396797017,7.601557205,5.886834328,5.901290842,9.008103477,9.213903019,8.798477198,9.210462484,11.68767554,11.24651347,10.5475731,12.11204815,14.10830264,13.07262459,12.42010247,15.73119778,16.24351765,22.5469554,43.99053158,29.68284585,29.3587837,28.24006961,51.27517864,58.96012394,56.39106693,65.24163007,68.45080754,69.95446293,67.39251319,62.32382068,118.236651,113.8091816,105.5960162,83.61770142,81.44088816,54.55698816,40.79036916,30.69233244,27.95904708,26.62123214,24.10760188,61.19128979,63.56411635,58.1320734,51.56491955,50.18333245,36.75138768,28.23852238,6.511601016,15.84314543,7.026239225,4.663607962,56.29867005,8.70816349,28.31055927,57.13058854,15.01073635,10.46544365,13.07192247,11.09654618,10.18417454,11.66581968,11.22951239,10.31437396,9.863746609,9.527116966,6.429253909,4.825778117,5.548229856,4.186255438,4.521078496,5.07056018,4.920318534,3.403546111,4.536480252,6.682113144,7.832141224,7.931209578,6.381196604,6.018869357,17.32788015,37.23737064,27.62501411,14.18518476,23.53579218,17.32844867,15.52694892,42.99831803,42.95907936,40.86276952,37.18956722,32.6935478,31.64548073,30.68410413,28.84643505,16.38368524,13.38162859,8.927115716,6.207193102,5.445327301,4.410260078,1.708506251,2.645231305,1.943252054,1.991663834,1.396244095,3.089841691,5.26196551,17.79779935,65.10029479,414.9908403,130.3361121,5.5498892,4.621914584,7.306013254,4.192555149,2.912445646,10.19535535,3.154954926,12.48739896,36.47853526,34.65316439,35.27889155,9.097027464,7.60725202,16.49745112,13.38362223,11.88932266,11.48088107,16.16772049,15.89558187,15.18621227,14.94658336,12.69777194,11.78930764,11.20603667,10.69321749,5.032750014,4.238265735,2.660507017,1.411368922,1.508623863,2.493412646,2.211109821,28.24802048,11.66178141,78.84417631,81.10150546,87.26514124,98.34646129,100.6950705,101.1207587,100.6390879,102.1652695,97.52652403,,,,,,,,,,,,,,,,,,,
명문제약,2.793265401,2.388288678,2.186692307,4.392535943,4.726255977,20.53265227,19.38361309,19.11659366,14.11449855,5.377581832,4.208185614,10.73701063,10.32234145,9.784339964,9.581830557,9.381424645,8.890419217,8.998650878,13.05854083,11.82665208,13.28176287,12.4071673,12.8465936,12.32854382,13.90751665,12.21019912,12.89215393,11.44500064,10.7647053,10.74091439,8.976597483,5.285234754,2.23977975,3.837844204,3.562527499,3.065394001,2.339296235,2.206049076,2.230137834,4.284089665,31.85843539,5.97347769,7.998489677,7.249285906,25.52392434,25.62334783,3.864966798,39.75497056,26.94629152,17.45934586,37.62832981,37.62538491,177.891381,137.8354248,129.4529065,181.4755981,190.9678831,140.6934655,76.32011223,52.14881743,51.09322522,76.61553523,69.11064604,74.50430089,68.88963043,103.0995937,119.278633,115.7189227,217.9987621,85.63245271,87.15671055,60.23604939,46.37807387,38.14615445,32.71998403,42.7781517,46.67457562,43.16029903,36.26611159,13.87320831,8.300367631,4.002395419,1.485543529,13.05772887,5.246574002,20.10093487,5.217418579,6.095323705,5.837183584,4.94225829,12.41585923,964.1425921,84.19586987,91.8591195,90.80108924,89.56225983,87.11167013,84.21251815,126.7667374,136.5592195,136.0207497,132.5402149,117.1419986,105.7021838,99.35537464,99.00723429,51.49068931,33.83131453,22.24876809,16.22922167,7.983831934,11.63216902,68.85005186,19.58680681,14.97755696,13.34956095,6.860089474,8.262273606,15.56235084,8.167345492,17.7475365,10.52842764,13.24489871,12.64310167,8.295995631,6.59322728,5.751115969,2.317657503,1.672216802,4.395199487,3.26987935,5.662292229,6.153766934,6.330218789,5.13725052,4.210006977,4.008501415,3.562307424,9.676530353,12.09089174,13.05297313,13.87183117,20.10722191,19.94454877,19.18027818,18.40539322,16.65821642,13.27002986,15.6966498,14.86967936,13.96496053,13.2493647,12.68851296,6.722528767,7.248682498,5.139356322,7.306389344,14.18572617,19.3860112,6.494499336,8.438003326,6.693751407,12.99668116,14.17060038,14.58894383,13.57360421,9.077306148,13.20374537,11.8127264,11.03797773,11.13037068,11.53311951,7.825203689,6.568640796,4.739035627,5.661882151,5.163831817,4.098090297,4.810520637,5.060253632,3.646620394,5.520462145,6.05295125,5.900935914,10.59937143,9.777986474,9.435599945,,,,,,,,,,,,,,,,,,,
덕양산업,4.576979207,3.745610876,4.47411783,4.849641659,4.420411209,5.857508849,5.997755676,6.562195172,6.134200344,5.791552749,5.219253954,5.01403218,3.16007152,3.207059997,2.610979237,3.537292185,3.15971262,2.097646245,2.052418218,1.904160801,2.870532757,2.577696855,3.438158058,118.984013,30.1228782,13.20343014,13.41353234,16.1549305,15.86078163,15.62508521,14.68581269,12.90686871,12.77728406,12.41758624,11.98856914,12.53298184,13.42292907,9.219421319,7.052757485,6.880588318,7.865383926,7.637214463,7.24552769,7.381632162,7.203768716,6.657625867,4.121616096,10.3659691,10.2703321,9.309100187,20.30339883,19.5107796,18.38428849,17.79479002,24.59904279,25.78926366,37.63799359,62.38716966,94.23542901,79.14999717,59.71007663,23.90021125,55.01195237,24.26257683,40.13395125,37.85895657,39.43723046,42.09424851,12.84405191,2.894636711,16.87842819,18.31169797,6.056416059,5.220375343,3.624975974,5.29393882,7.40053403,8.170880934,7.592199506,7.720600367,7.718652112,7.393445285,5.111887439,3.777600786,0.200130974,0.024164908,14.36296967,13.68790371,13.39764634,13.37088409,14.6400401,14.49892995,13.89050799,16.00217355,15.13774134,13.34648322,14.03263378,12.73279858,12.15346083,11.60073131,11.71503524,5.771508189,3.923483465,3.971782364,2.862602192,3.90092978,2.90679403,2.339642909,1.579818627,1.189055576,0.826510644,1.908608411,7.091463964,33.80810393,2.914464961,3.021260102,2.362759132,3.283922952,1.805949552,3.284285274,76.54658884,77.63129628,82.8934202,89.58401363,88.88855592,88.75117108,84.95747495,147.5639933,141.978742,135.7719974,126.5979068,118.5235232,123.3183173,113.5666357,112.8459566,110.4515153,69.62637374,57.31942583,40.84322379,74.13619231,31.05427356,20.46137814,12.85852976,5.720298341,2.461272632,1.304781735,14.38675577,17.08815596,14.05897173,11.82494079,5.610458377,7.294281673,27.24670377,16.73824616,87.44409005,89.49527954,95.75714951,102.1904088,116.6216112,123.3706308,122.0429593,117.5420049,105.1630904,93.71786575,85.12261561,82.87380121,80.74755285,79.92129486,20.69360722,11.58099103,8.195068807,6.831178348,6.30914284,4.626155578,1.494374322,11.33548859,4.882953045,3.9462398,9.220500987,10.87613421,7.021552179,6.66672265,7.208106859,7.58587661,9.823450222,7.875965908,7.928708396,,,,,,,,,,,,,,,,,,,
한국특수형강,5.492635823,5.985120142,5.460177926,4.417948412,5.313035562,5.26132203,4.52860852,3.248411731,4.290747218,4.358473746,4.530310936,4.160116729,3.631224706,5.521384788,4.764322225,4.545683959,4.487765731,5.267675974,5.023898021,5.208299054,5.000428735,4.909971082,6.938700943,7.932269065,7.658865809,7.065708541,6.100532677,5.514727392,5.173883712,4.608238259,4.526607007,8.720589876,1.633167981,2.466724345,7.892853226,2.448151551,4.035878507,8.602104447,4.105239647,6.490849764,4.432825008,3.498407007,4.206905232,3.818984918,4.715992888,5.030686497,4.644742499,4.58222667,8.655260121,8.111394988,27.67157973,28.1432579,27.25345593,26.32268404,50.37347823,52.61237698,50.64747858,48.34166354,138.1513172,167.8576089,184.0249397,262.2791299,220.4827157,213.3158782,207.1538919,179.1275298,152.9398321,147.472361,132.9892909,117.2335435,49.7230913,33.67686811,9.10965382,18.63541849,16.58956644,13.72750172,19.60578322,17.63976081,14.51112771,14.60210757,13.10706042,12.55002496,12.64706183,9.923611819,9.668989898,8.515968399,8.276777841,9.288517348,11.97211284,8.75516794,3.472615124,2.181279976,14.81824996,4.629985619,5.173394619,5.00488534,4.644633559,4.86177066,5.865448074,5.686308557,4.940219459,4.600567293,4.433557094,4.258768516,16.16259055,16.05260199,15.16614626,14.32560044,13.35526757,12.88686121,13.06912218,12.69421565,13.88782829,13.65093048,12.28349426,11.64247876,12.32696859,11.84051171,11.8380678,5.765917259,5.81072807,4.45315921,3.134795128,5.309237099,5.115823025,5.185987456,2.919596612,2.100159926,1.433973026,1.226027854,1.177272582,2.103055963,2.641062066,2.908631928,2.734411087,2.58128144,1.394562669,0.822028376,5.711449271,5.379103885,1.391246548,1.79434307,2.246730973,1.855892852,19.06804425,19.67064072,20.33787144,23.35283526,23.67057157,23.62362121,23.38603149,22.2388894,19.62710635,17.70375867,17.18362895,16.8416469,16.02642436,19.73422981,19.34232216,9.876267784,7.159071929,6.431257686,4.316121218,7.31282861,5.176704458,4.008004871,6.260489593,6.918122896,6.598789134,6.563683494,7.619841848,7.696763304,7.404130787,6.368128201,7.004922612,6.053302656,4.491374335,2.536677411,8.521766287,8.145060366,8.19593863,36.43968388,40.70661785,40.36709262,47.6837705,47.84425041,46.73701893,,,,,,,,,,,,,,,,,,,
화인베스틸,1.285343088,1.323299185,0.848445391,2.0813656,2.114828867,2.591101993,3.224781586,3.277110288,3.232269048,5.829782861,5.541403911,5.883191991,5.588493006,5.566929016,16.29887665,16.19163417,15.93977592,15.68730662,16.06951175,15.57695425,21.57836239,20.78245442,19.48631825,19.83428597,17.51190238,16.00825717,15.39668125,15.10911241,14.61228929,20.18862029,18.07857642,15.8147452,14.29365511,13.30071318,12.61354552,8.807783159,10.9859074,12.77940374,10.22376623,11.33520915,11.60330979,12.01413805,14.39754786,13.83683337,12.35621027,10.75194664,8.143888977,13.31237233,16.30519512,15.40440127,59.16777755,58.57248393,59.10815381,63.80134323,75.40742872,98.11666533,95.60913615,106.0174133,119.7485893,120.7421943,113.8344209,99.92112207,91.55816899,85.48957683,85.32371321,43.70225398,37.81447824,21.67040159,15.72836672,13.51379198,10.02201987,25.2071717,8.691239969,13.16491359,18.50828319,11.61249749,15.27835135,16.68371659,16.37999499,17.87897061,15.10621433,15.12300751,29.71198533,27.55298494,25.46003784,24.69059454,23.10585929,21.0576579,19.22863182,17.9267675,16.76338895,16.31183847,7.466452577,6.513160903,4.097714014,3.350497179,2.003016472,3.509443063,5.886698619,6.463974368,5.600170289,3.612699969,6.988010214,3.885798256,14.59742805,16.46970395,16.29326158,26.05609223,30.69993838,27.62946801,24.84778813,30.21682824,52.70777876,41.75331902,39.54144637,37.11470778,55.78599589,53.77084436,50.9754274,47.0683371,41.35185799,39.00083808,26.68326451,34.78223859,21.63108383,15.50427569,31.67561197,17.83247469,14.62679957,10.56141861,7.977352461,27.27313079,23.9020289,21.00259714,18.71296812,19.76147738,17.62120161,15.46328981,15.26609101,15.1803978,14.62938228,14.33728819,6.891506114,5.322520876,3.586585748,2.449732609,1.550859734,1.102763115,1.018582031,0.613757138,1.714491328,2.029452386,1.208942119,1.307437967,1.363185279,2.206694599,5.988564257,95.10470557,0.852787765,41.21217381,9.828656302,23.15042643,26.50420202,7.979601418,2.616967715,1.04185262,1.611936696,17.54638576,15.27545465,14.79525646,14.53458189,8.790926954,6.07962886,3.852741033,2.401477286,1.377395956,1.44712932,0.959824656,3.993478071,3.393008168,3.465198342,3.858791396,8.172533454,8.734239914,26.69512115,23.31001799,22.0563379,,,,,,,,,,,,,,,,,,,
